Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"A comparative evaluation of various models for prediction of displacements","Applied Geomatics","","9","2","10.1007/s12518-017-0189-8","Eleni-Georgia AlevizakouGeorge Pantazis","2017","http://link.springer.com/article/10.1007/s12518-017-0189-8","Article"
"Demand forecasting model development through big data analysis","Electronic Commerce Research","","21","3","10.1007/s10660-019-09337-8","Seungjung YangHeajong JooSekyoung Youm","2021","http://link.springer.com/article/10.1007/s10660-019-09337-8","Article"
"A forecasting model approach of sustainable electricity management by developing adaptive neuro-fuzzy inference system","Environmental Science and Pollution Research","","27","15","10.1007/s11356-019-06626-5","Aamir Nawaz KhanMuhammad Asif NadeemMuhammad Shahid HussainMuhammad AslamAqeel Ahmed Bazmi","2020","http://link.springer.com/article/10.1007/s11356-019-06626-5","Article"
"Applying Artificial Neural Networks and Arima Models to Analyze the Impact of ICT on the Economic Growth in Turkey","Journal of the Knowledge Economy","","","","10.1007/s13132-022-01031-9","Nadide HüsnüoğluVolkan Oda","2022","http://link.springer.com/article/10.1007/s13132-022-01031-9","Article"
"Technology for analyzing geophysical time series: Part 2. WinABD—A software package for maintaining and analyzing geophysical monitoring data","Seismic Instruments","","53","3","10.3103/S0747923917030021","A. V. DesherevskiiV. I. ZhuravlevA. N. NikolskyA. Ya. Sidorin","2017","http://link.springer.com/article/10.3103/S0747923917030021","Article"
"Applications of deep learning into supply chain management: a systematic literature review and a framework for future research","Artificial Intelligence Review","","56","5","10.1007/s10462-022-10289-z","Fahimeh Hosseinnia ShavakiAli Ebrahimi Ghahnavieh","2023","http://link.springer.com/article/10.1007/s10462-022-10289-z","Article"
"RETRACTED ARTICLE: Enhanced bat algorithm for COVID-19 short-term forecasting using optimized LSTM","Soft Computing","","25","20","10.1007/s00500-021-06075-8","Hafiz Tayyab RaufJiechao GaoAhmad AlmadhorMuhammad ArifMd Tabrez Nafis","2021","http://link.springer.com/article/10.1007/s00500-021-06075-8","Article"
"Towards malaria elimination: analysis of travel history and case forecasting using the SARIMA model in Limpopo Province","Parasitology Research","","122","8","10.1007/s00436-023-07870-y","Olukunle O. OyegokeTaiye S. AdewumiSamuel A. AderojuNtimbane TsundzukaniEric MabundaMatthew A. AdelekeRajendra MaharajMoses Okpeku","2023","http://link.springer.com/article/10.1007/s00436-023-07870-y","Article"
"Singular spectrum-based matrix completion for time series recovery and prediction","EURASIP Journal on Advances in Signal Processing","","2016","1","10.1186/s13634-016-0360-0","Grigorios TsagkatakisBaltasar Beferull-LozanoPanagiotis Tsakalides","2016","http://link.springer.com/article/10.1186/s13634-016-0360-0","Article"
"Identification of canonical models for vectors of time series: a subspace approach","Statistical Papers","","","","10.1007/s00362-023-01451-y","Alfredo Garcia-HiernauxJose CasalsMiguel Jerez","2023","http://link.springer.com/article/10.1007/s00362-023-01451-y","Article"
"Anomaly detection in quasi-periodic energy consumption data series: a comparison of algorithms","Energy Informatics","","5","4","10.1186/s42162-022-00230-7","Niccolò ZangrandoPiero FraternaliMarco PetriNicolò Oreste Pinciroli VagoSergio Luis Herrera González","2022","http://link.springer.com/article/10.1186/s42162-022-00230-7","Article"
"Forecasting traffic flow with spatial–temporal convolutional graph attention networks","Neural Computing and Applications","","34","18","10.1007/s00521-022-07235-z","Xiyue ZhangYong XuYizhen Shao","2022","http://link.springer.com/article/10.1007/s00521-022-07235-z","Article"
"Forecast of Large Earthquakes Through Semi-periodicity Analysis of Labeled Point Processes","Pure and Applied Geophysics","","173","8","10.1007/s00024-016-1338-4","C. B. Quinteros CartayaF. A. Nava PichardoE. GlowackaE. Gómez TreviñoR. Dmowska","2016","http://link.springer.com/article/10.1007/s00024-016-1338-4","Article"
"Statistical methods for forecasting daily snow depths and assessing trends in inter-annual snow depth dynamics","Environmental and Ecological Statistics","","27","3","10.1007/s10651-020-00461-5","Jonathan WoodyQiQi LuJames Livsey","2020","http://link.springer.com/article/10.1007/s10651-020-00461-5","Article"
"A Comparison of Short-Term Water Demand Forecasting Models","Water Resources Management","","33","4","10.1007/s11269-019-02213-y","E. PacchinF. GagliardiS. AlvisiM. Franchini","2019","http://link.springer.com/article/10.1007/s11269-019-02213-y","Article"
"Hybridizing multivariate robust regression analyses with growth forecast in evaluation of shear strength of zeolite–alkali activated sands","Multiscale and Multidisciplinary Modeling, Experiments and Design","","5","4","10.1007/s41939-022-00120-1","Babak JamhiriFazal E. JalalYang Chen","2022","http://link.springer.com/article/10.1007/s41939-022-00120-1","Article"
"An integrated chaotic time series prediction model based on efficient extreme learning machine and differential evolution","Neural Computing and Applications","","27","4","10.1007/s00521-015-1903-2","Wei GuoTao XuZonglei Lu","2016","http://link.springer.com/article/10.1007/s00521-015-1903-2","Article"
"Improving Prediction Accuracy of Rainfall Time Series By Hybrid SARIMA–GARCH Modeling","Natural Resources Research","","28","3","10.1007/s11053-018-9442-z","P. K. PandeyH. TripuraV. Pandey","2019","http://link.springer.com/article/10.1007/s11053-018-9442-z","Article"
"Evidences of localized coastal warming near major urban centres along the Indian coastline: past and future trends","Environmental Monitoring and Assessment","","195","6","10.1007/s10661-023-11214-9","Sutapa BhattacharjeeK. LekshmiRishikesh Bharti","2023","http://link.springer.com/article/10.1007/s10661-023-11214-9","Article"
"Technologies for analyzing geophysical time Series: Part 1. Software requirements","Seismic Instruments","","53","1","10.3103/S0747923917010030","A. V. DesherevskiiV. I. ZhuravlevA. N. NikolskyA. Ya. Sidorin","2017","http://link.springer.com/article/10.3103/S0747923917010030","Article"
"Forecasting Plantago pollen: improving feature selection through random forests, clustering, and Friedman tests","Theoretical and Applied Climatology","","139","1 - 2","10.1007/s00704-019-02954-1","Ricardo NavaresJosé Luis Aznarte","2020","http://link.springer.com/article/10.1007/s00704-019-02954-1","Article"
"Efficacy of linear multiple regression and artificial neural network for long-term rainfall forecasting in Western Australia","Meteorology and Atmospheric Physics","","134","4","10.1007/s00703-022-00907-4","Anirban KhastagirIqbal HossainA. H. M. Faisal Anwar","2022","http://link.springer.com/article/10.1007/s00703-022-00907-4","Article"
"A holistic and proactive approach to forecasting cyber threats","Scientific Reports","","13","1","10.1038/s41598-023-35198-1","Zaid AlmahmoudPaul D. YooOmar AlhusseinIlyas FarhatErnesto Damiani","2023","http://link.springer.com/article/10.1038/s41598-023-35198-1","Article"
"Harnessing deep learning for forecasting fire-burning locations and unveiling 
            
              
            
            $$PM_{2.5}$$
            
              
                P
                
                  M
                  
                    2.5
                  
                
              
            
           emissions","Modeling Earth Systems and Environment","","","","10.1007/s40808-023-01831-1","Sushrut GaikwadBipin KumarPrafull P. YadavRupal AmbulkarGaurav GovardhanSantosh H. KulkarniRajesh KumarDilip M. ChateNarendra NigamSuryachandra A. RaoSachin D. Ghude","2023","http://link.springer.com/article/10.1007/s40808-023-01831-1","Article"
"Informing management on the future structure of hospital care: an extrapolation of trends in demand and costs in lung diseases","The European Journal of Health Economics","","17","4","10.1007/s10198-015-0699-4","Matthias VoglReiner Leidl","2016","http://link.springer.com/article/10.1007/s10198-015-0699-4","Article"
"Weather forecasting based on hybrid neural model","Applied Water Science","","7","7","10.1007/s13201-017-0538-0","Tanzila SabaAmjad RehmanJarallah S. AlGhamdi","2017","http://link.springer.com/article/10.1007/s13201-017-0538-0","Article"
"Multi-dimensional and long-term time series monitoring and early warning of landslide hazard with improved cross-platform SAR offset tracking method","Science China Technological Sciences","","65","8","10.1007/s11431-021-2008-6","YuePing YinXiaoJie LiuChaoYing ZhaoRoberto TomásQin ZhangZhong LuBin Li","2022","http://link.springer.com/article/10.1007/s11431-021-2008-6","Article"
"Preface to special issue: time series modelling","International Journal of Advances in Engineering Sciences and Applied Mathematics","","13","2 - 3","10.1007/s12572-021-00310-z","Agnieszka WylomanskaJanusz GajdaS. Sundar","2021","http://link.springer.com/article/10.1007/s12572-021-00310-z","Article"
"Research of a combination system based on fuzzy sets and multi-objective marine predator algorithm for point and interval prediction of wind speed","Environmental Science and Pollution Research","","30","13","10.1007/s11356-022-23773-4","Yuansheng QianJianzhou WangHaipeng ZhangLinyue Zhang","2023","http://link.springer.com/article/10.1007/s11356-022-23773-4","Article"
"Climatology and model prediction of aerosol optical properties over the Indo-Gangetic Basin in north India","Environmental Monitoring and Assessment","","194","11","10.1007/s10661-022-10440-x","Amarendra SinghSumit SinghA. K. SrivastavaSwagata PayraVirendra PathakA. K. Shukla","2022","http://link.springer.com/article/10.1007/s10661-022-10440-x","Article"
"Early warning model for industrial internet platform based on graph neural network and time convolution network","Journal of Ambient Intelligence and Humanized Computing","","14","3","10.1007/s12652-022-04493-6","Chang GuoDechang PiJianjun CaoXixuan WangHao Liu","2023","http://link.springer.com/article/10.1007/s12652-022-04493-6","Article"
"Research on Air Traffic Flow Forecast Based on ELM Non-Iterative Algorithm","Mobile Networks and Applications","","26","1","10.1007/s11036-020-01679-0","Zhaoyue ZhangAn ZhangCong SunShuaida XiangJichen GuanXuedong Huang","2021","http://link.springer.com/article/10.1007/s11036-020-01679-0","Article"
"Selection of the best ARMAX model for forecasting energy demand: case study of the residential and commercial sectors in Iran","Energy Efficiency","","9","2","10.1007/s12053-015-9368-9","Hamed Shakouri G.Aliyeh Kazemi","2016","http://link.springer.com/article/10.1007/s12053-015-9368-9","Article"
"Application of a hybrid ARIMA-LSTM model based on the SPEI for drought forecasting","Environmental Science and Pollution Research","","29","3","10.1007/s11356-021-15325-z","Dehe XuQi ZhangYan DingDe Zhang","2022","http://link.springer.com/article/10.1007/s11356-021-15325-z","Article"
"Modelling and forecasting the kurtosis and returns distributions of financial markets: irrational fractional Brownian motion model approach","Annals of Operations Research","","299","1 - 2","10.1007/s10479-019-03305-z","Gurjeet DhesiBilal ShakeelMarcel Ausloos","2021","http://link.springer.com/article/10.1007/s10479-019-03305-z","Article"
"The Role of Space-Based Observations for Groundwater Resource Monitoring over Africa","Surveys in Geophysics","","44","1","10.1007/s10712-022-09759-4","Anne SpringerTeodolina LopezMichael OworFrédéric FrappartThomas Stieglitz","2023","http://link.springer.com/article/10.1007/s10712-022-09759-4","Article"
"Forecasting and identifying multi-technology convergence based on patent data: the case of IT and BT industries in 2020","Scientometrics","","111","1","10.1007/s11192-017-2275-4","Jeeeun KimSungjoo Lee","2017","http://link.springer.com/article/10.1007/s11192-017-2275-4","Article"
"SCMFTS: Scalable and Distributed Complexity Measures and Features for Univariate and Multivariate Time Series in Big Data Environments","International Journal of Computational Intelligence Systems","","14","1","10.1007/s44196-021-00036-7","Francisco J. BaldánDaniel PeraltaYvan SaeysJosé M. Benítez","2021","http://link.springer.com/article/10.1007/s44196-021-00036-7","Article"
"Nonparametric dynamic state space modeling of observed circular time series with circular latent states: A Bayesian perspective","Journal of Statistical Theory and Practice","","11","4","10.1080/15598608.2017.1305922","Satyaki MazumderSourabh Bhattacharya","2017","http://link.springer.com/article/10.1080/15598608.2017.1305922","Article"
"Surface runoff prediction regarding LULC and climate dynamics using coupled LTM, optimized ARIMA, and GIS-based SCS-CN models in tropical region","Arabian Journal of Geosciences","","11","3","10.1007/s12517-018-3397-6","Hossein Mojaddadi RizeeiBiswajeet PradhanMaryam Adel Saharkhiz","2018","http://link.springer.com/article/10.1007/s12517-018-3397-6","Article"
